car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
Toyota Yaris Sedan 2021 1.3L STD (M/T),1.3,4.0,98.0,165.0,5.0,14076.0
Renault Duster 2021 2.0L PE (4x4),2.0,4.0,135.0,178.0,5.0,19197.333333333332
MG RX5 2021 1.5T Luxury,1.5,4.0,169.0,170.0,5.0,21636.0
Honda City 2021 1.5L DX,1.5,4.0,119.0,190.0,5.0,47106.8754254595
Kia Picanto 2021 1.2L Base,1.2,4.0,84.0,161.0,5.0,11365.333333333334
MG RX5 2021 1.5T Standard,1.5,4.0,169.0,170.0,5.0,18140.0
Toyota Yaris Sedan 2021 1.5L Y (CVT),1.5,4.0,105.0,175.0,5.0,15210.666666666666
MG ZS 2021 1.5L LUX,1.5,4.0,112.0,170.0,5.0,47106.8754254595
Hyundai Accent 2021 1.6L High,1.6,4.0,123.0,193.0,5.0,16133.333333333334
Honda City 2021 1.5L LX,1.5,4.0,119.0,190.0,5.0,47106.8754254595
Toyota Yaris 2021 1.5L S (CVT),1.5,4.0,105.0,180.0,5.0,47106.8754254595
Honda City 2021 1.5L LX Sport,1.5,4.0,119.0,190.0,5.0,47106.8754254595
BYD F3 2021 1.5L Luxury,1.5,4.0,110.0,170.0,5.0,13186.666666666666
Kia Picanto 2021 1.2L Top,1.2,4.0,84.0,161.0,5.0,15800.533333333333
MG RX5 2021 1.5T COM,1.5,4.0,169.0,170.0,5.0,20440.0
Hyundai Creta 2021 1.4T,1.4,4.0,138.0,190.0,5.0,20000.0
Hyundai Creta 2021 1.6L Basic,1.6,4.0,121.0,169.0,5.0,17864.0
Peugeot Partner 2021 1.6L K9 (Long),1.6,4.0,110.0,211.0,11.0,17277.333333333332
BYD F3 2021 1.5L Comfort,1.5,4.0,110.0,170.0,5.0,11806.666666666666
Kia Rio Sedan 2021 1.4L MPI,1.4,4.0,100.0,183.0,5.0,14637.333333333334
Hyundai Elantra 2021 1.6L Smart,1.6,4.0,127.0,209.0,5.0,17644.0
Toyota Rush 2021 1.5L STD (7-Seater),1.5,4.0,103.0,175.0,7.0,19197.333333333332
Ford Figo 2021 1.5L Ambiente H/B,1.5,4.0,110.0,175.0,5.0,17306.666666666668
Hyundai Kona 2021 2.0L GLS Smart,2.0,4.0,150.0,194.0,5.0,20504.0
Ford Figo 2021 1.5L Trend H/B,1.5,4.0,110.0,175.0,5.0,18450.666666666668
Hyundai Kona 2021 2.0L GLS Premium,2.0,4.0,150.0,194.0,5.0,24024.0
Nissan Kicks 2021 1.6 SV,1.6,4.0,118.0,180.0,5.0,47106.8754254595
Peugeot 301 2021 1.6L Allure,1.6,4.0,115.0,180.0,5.0,47106.8754254595
Mitsubishi ASX 2021 2.0L GLX (2WD),2.0,4.0,150.0,193.0,5.0,21166.666666666668
Fiat 500 2021 1.4L Hatch POP,1.4,4.0,100.0,182.0,4.0,18982.666666666668
Hyundai Kona 2021 2.0L GLS Comfort (Lime Pack),2.0,4.0,150.0,194.0,5.0,22557.333333333332
Hyundai Kona 2021 2.0L GLS Comfort (Red Pack),2.0,4.0,150.0,194.0,5.0,22557.333333333332
Suzuki Dzire 2021 1.2L GL,1.2,4.0,82.0,170.0,5.0,11929.333333333334
Suzuki Ertiga 2021 1.5L GL,1.5,4.0,103.0,170.0,7.0,18522.666666666668
Honda City 2021 1.5L EX,1.5,4.0,119.0,190.0,5.0,47106.8754254595
Hyundai Kona 2021 2.0L GLS Comfort,2.0,4.0,150.0,194.0,5.0,22557.333333333332
Hyundai Kona 2021 2.0L GLS Premium Sunroof,2.0,4.0,150.0,194.0,5.0,25520.0
Suzuki Dzire 2021 1.2L GLX,1.2,4.0,82.0,170.0,5.0,12358.666666666666
Mitsubishi Eclipse Cross 2022 1.5T GLX,1.5,4.0,147.0,180.0,5.0,47106.8754254595
Mazda CX 3 2021 2.0L GS (FWD),2.0,4.0,148.0,190.0,5.0,19506.4
Toyota Hilux 2021 2.4L GL M/T Diesel (4x2),2.4,4.0,147.0,165.0,3.0,23429.333333333332
Suzuki Baleno 2021 1.4L GL,1.4,4.0,91.0,170.0,5.0,13401.333333333334
Hyundai Creta 2021 1.6L Mid,1.6,4.0,121.0,169.0,5.0,21266.666666666668
Peugeot 208 2021 1.2T GT,1.2,3.0,130.0,208.0,5.0,20000.0
Changan CS35 2021 1.6L Standard (2WD),1.6,4.0,123.0,180.0,5.0,11973.333333333334
Hyundai Tucson 2021 1.6L GDI TLe Basic (FWD),1.6,4.0,132.0,170.0,5.0,23012.0
Chevrolet Trax 2021 1.8L LT FWD,1.8,4.0,140.0,180.0,5.0,47106.8754254595
Hyundai Tucson 2021 1.6L GDI Basic Panorama (FWD),1.6,4.0,132.0,170.0,5.0,23730.666666666668
Skoda Fabia 2021 1.6L Ambition,1.6,4.0,110.0,190.0,5.0,15246.133333333333
Toyota Hilux 2021 2.4L GL Double Cab DSL M/T (4x2),2.4,4.0,147.0,165.0,6.0,25545.333333333332
Nissan X-Trail 2021 S 2WD (7-Seater),2.5,4.0,169.0,170.0,7.0,25039.733333333334
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Mid,2.4,4.0,167.0,198.0,7.0,26226.666666666668
Mitsubishi Eclipse Cross 2021 1.5T GLS (Base Option),1.5,4.0,147.0,200.0,5.0,24386.666666666668
Nissan Kicks 2021 1.6 SL,1.6,4.0,118.0,180.0,5.0,21066.666666666668
Nissan X-Trail 2021 S 2WD (5-Seater),2.5,4.0,169.0,170.0,5.0,24666.4
Bestune B50 2021 1.6L Elegant,1.6,4.0,107.0,162.0,5.0,15011.466666666667
Hyundai Elantra 2021 2.0L GL,2.0,4.0,150.0,205.0,5.0,19200.0
Hyundai Elantra 2021 2.0L GLS,2.0,4.0,150.0,205.0,5.0,20266.666666666668
Mitsubishi Eclipse Cross 2021 1.5T GLS Highline,1.5,4.0,147.0,200.0,5.0,29906.666666666668
Honda Civic 2021 1.6L LX Sport,1.6,4.0,123.0,200.0,5.0,47106.8754254595
Mitsubishi Eclipse Cross 2021 1.5T GLS Topline,1.5,4.0,147.0,200.0,5.0,30826.666666666668
Suzuki Baleno 2021 1.4L GLX,1.4,4.0,91.0,170.0,5.0,14689.333333333334
Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option),1.5,4.0,147.0,200.0,5.0,29293.333333333332
Suzuki Ertiga 2021 1.5L GLX,1.5,4.0,103.0,170.0,7.0,20025.333333333332
Hyundai H1 2021 3-Seater Panel Van M/T,2.4,4.0,175.0,182.0,3.0,23730.666666666668
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Standard,2.4,4.0,167.0,198.0,7.0,24693.333333333332
Nissan X-Trail 2021 S AWD (5-Seater),2.5,4.0,169.0,170.0,5.0,25866.4
Fiat 500X 2021 1.4T City Cross,1.4,4.0,140.0,190.0,5.0,17733.333333333332
Mitsubishi L200 2021 2.4L Double Cab GL (2WD),2.4,4.0,128.0,169.0,6.0,20326.133333333335
Foton Tunland 2021 2.4L Single Cabin (4X2),2.4,4.0,136.0,160.0,2.0,12320.0
Nissan X-Trail 2021 S AWD (7-Seater),2.5,4.0,169.0,170.0,7.0,26239.733333333334
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),2.4,4.0,128.0,167.0,5.0,22440.0
Kia Rio Sedan 2021 1.6L MPI,1.6,4.0,123.0,183.0,5.0,16690.666666666668
Nissan Sentra 2021 1.6L S,1.6,4.0,113.0,180.0,5.0,47106.8754254595
Hyundai Tucson 2021 2.0L Standard (FWD),2.0,4.0,153.0,170.0,5.0,23246.666666666668
Ford EcoSport 2021 1.5 Ambiente,1.5,4.0,120.0,170.0,5.0,24200.0
Toyota Hilux 2021 2.7L GLX M/T (4x2) Short,2.7,4.0,164.0,165.0,3.0,23736.0
Hyundai Creta 2021 1.6L Top,1.6,4.0,121.0,169.0,5.0,23320.0
Mazda 6 2021 2.5L Core,2.5,4.0,185.0,220.0,5.0,26373.333333333332
Foton Tunland 2021 2.4L Double Cabin (4X2),2.4,4.0,136.0,160.0,5.0,13786.666666666666
Mitsubishi L200 2021 2.5L Single Cab GL (2WD),2.5,4.0,136.0,167.0,5.0,16493.333333333332
Mazda 6 2021 2.5T Signature,2.5,4.0,231.0,239.0,5.0,35573.333333333336
Mitsubishi L200 2021 2.4L Double Cab GLX Diesel (4WD),2.4,4.0,136.0,167.0,5.0,22841.333333333332
Hyundai Veloster 2021 1.6L T-GDI,1.6,4.0,204.0,190.0,4.0,47106.8754254595
Mazda 6 2021 2.5L S,2.5,4.0,185.0,220.0,5.0,23026.666666666668
Toyota Camry 2021 2.5L LE STD (204 HP),2.5,4.0,204.0,195.0,5.0,26036.0
Jeep Renegade 2021 2.4L Sport (4x2),2.4,4.0,180.0,175.0,5.0,47106.8754254595
Mazda 6 2021 2.5T 100th Special Version,2.5,4.0,231.0,239.0,5.0,36800.0
Fiat 500 2021 Convertible 1.4L Pop,1.4,4.0,100.0,182.0,4.0,22049.333333333332
Mitsubishi L200 2021 2.5L Double Cab GL (2WD),2.5,4.0,136.0,167.0,5.0,21706.666666666668
Mitsubishi L200 2021 2.5L Double Cab GLS (4WD),2.5,4.0,136.0,167.0,5.0,23853.333333333332
Mazda 6 2021 2.5T Ignite,2.5,4.0,231.0,239.0,5.0,33733.333333333336
Mitsubishi Eclipse Cross 2021 1.5T GLS (Full Option),1.5,4.0,147.0,200.0,5.0,25520.0
Toyota Rav4 2021 2.0L XLE AWD,2.0,4.0,170.0,200.0,5.0,31586.666666666668
Hyundai H1 2021 9-Seater Wagon A/T Mid,2.4,4.0,175.0,182.0,9.0,33333.333333333336
Hyundai Kona 2021 1.6L T-GDI GLS Premium (AWD),1.6,4.0,175.0,205.0,5.0,22666.666666666668
Nissan Sentra 2021 1.8L S,1.8,4.0,130.0,185.0,5.0,47106.8754254595
Maxus G10 Cargo 2021 2.4L Cargo Van,2.4,4.0,140.0,160.0,2.0,47106.8754254595
Chevrolet Trax 2021 1.8L Premier AWD,1.8,4.0,140.0,180.0,5.0,25666.666666666668
Toyota Camry 2021 2.5L LE (204 HP),2.5,4.0,205.0,195.0,5.0,27170.666666666668
Renault Megane 2021 2.0L PE,2.0,4.0,140.0,209.0,5.0,18676.0
Toyota Hilux 2021 2.4L GL 2 Double Cab DSL M/T (4x4),2.4,4.0,147.0,175.0,6.0,30942.666666666668
Chevrolet Equinox 2021 1.5T LS (FWD),1.5,4.0,170.0,190.0,5.0,24933.333333333332
Hyundai H1 2021 9-Seater Wagon A/T Base,2.4,4.0,175.0,182.0,9.0,26253.333333333332
Renault Megane 2021 1.6L PE,1.6,4.0,115.0,180.0,5.0,18053.333333333332
Nissan X-Trail 2021 SV X-Treamer AWD (7-Seater),2.5,4.0,169.0,170.0,7.0,31973.333333333332
Toyota Rav4 2021 2.0L LE AWD,2.0,4.0,170.0,200.0,5.0,27446.666666666668
Mitsubishi Montero Sport 2021 3.0L GLX (2WD) mid,3.0,6.0,215.0,182.0,5.0,30520.0
Peugeot 3008 2021 1.6T Active,1.6,4.0,165.0,205.0,5.0,24000.0
GMC Terrain 2021 1.5T SLE (FWD),1.5,4.0,170.0,200.0,5.0,28933.333333333332
Toyota Innova 2021 2.8T STD Diesel,2.8,4.0,174.0,170.0,8.0,29440.0
Honda Accord 2021 1.5T LX,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Suzuki Vitara 2021 1.6L GLX 2WD,1.6,4.0,115.0,180.0,5.0,22724.0
Toyota Innova 2021 2.7L STD,2.7,4.0,164.0,170.0,8.0,27600.0
Changan CS35 2021 1.6L Full Option (2WD),1.6,4.0,123.0,180.0,5.0,13573.333333333334
Honda CR-V 2021 DX (2WD),2.4,4.0,184.0,200.0,5.0,28182.666666666668
Hyundai Kona 2021 1.6L T-GDI GLS Premium Sunroof (AWD),1.6,4.0,175.0,205.0,5.0,22933.333333333332
Peugeot 308 2021 1.6L GT Line,1.6,4.0,163.0,188.0,5.0,47106.8754254595
Mazda CX-5 2021 2.5L GT (AWD),2.5,4.0,188.0,210.0,5.0,32032.0
Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,3.0,6.0,227.0,205.0,7.0,27760.0
Kia Cerato Hatchback 2021 1.6L Base,1.6,4.0,130.0,190.0,5.0,20646.4
Nissan Juke 2021 1.0T,1.0,3.0,180.0,211.0,11.0,47106.8754254595
Subaru XV 2021 2.0L Standard,2.0,4.0,150.0,194.0,5.0,24800.0
Toyota Camry 2021 2.5L SE (204 HP),2.5,4.0,205.0,195.0,5.0,47106.8754254595
Haval H2 2021 1.5T Intelligent,1.5,4.0,148.0,170.0,5.0,47106.8754254595
Toyota Camry 2021 2.5L GLE (204 HP),2.5,4.0,205.0,195.0,5.0,29777.333333333332
Mitsubishi Pajero 2021 3.5L GLS 5 Door,3.5,6.0,189.0,180.0,7.0,35426.666666666664
Peugeot 5008 2021 1.6T Active,1.6,4.0,180.0,219.0,7.0,26000.0
Maxus G10 7-Seater 2021 7 Seat MPV (Luxury),2.0,4.0,221.0,190.0,7.0,47106.8754254595
Toyota Hilux 2021 2.7L GLX Double Cab M/T (4x2),2.7,4.0,164.0,165.0,6.0,29010.666666666668
Maxus G10 7-Seater 2021 7 Seat MPV (Elite),2.0,4.0,221.0,190.0,7.0,47106.8754254595
Toyota Hilux 2021 2.7L GLX 2 Double Cab M/T (4x2),2.7,4.0,164.0,165.0,5.0,29961.333333333332
Chevrolet Malibu 2021 1.5L Turbo Premier,1.5,4.0,165.0,220.0,5.0,31221.333333333332
Nissan Navara 2021 2.5L ASF 4x2 M/T,2.5,4.0,158.0,160.0,6.0,26155.2
Toyota Camry 2021 2.5L LE HEV (215 HP),2.5,4.0,255.0,211.0,5.0,27170.666666666668
Toyota Fortuner 2021 2.7L GX2 (4X2),2.7,4.0,160.0,180.0,7.0,31433.333333333332
Toyota Camry 2021 2.5L Lumiere Hybrid (212 HP),2.5,4.0,212.0,200.0,5.0,40173.333333333336
Toyota Hilux 2021 2.7L GL 2 Double Cab M/T (4x4),2.7,4.0,164.0,165.0,6.0,30390.666666666668
Nissan X-Trail 2021 SL AWD (7-Seater) W/Safety Shield,2.5,4.0,169.0,170.0,7.0,33866.4
Toyota Camry 2021 2.5L GLE HEV,2.5,4.0,176.0,200.0,5.0,30268.0
Nissan Navara 2021 2.5L CPR 4x2 A/T W/BS,2.5,4.0,158.0,160.0,5.0,27809.866666666665
Chevrolet Malibu 2021 1.5L Turbo LT,1.5,4.0,165.0,220.0,5.0,24114.666666666668
Maxus G10 9-Seater 2021 9 Seat MPV (Standard),2.4,4.0,140.0,160.0,9.0,47106.8754254595
Nissan Navara 2021 2.5L CSF 4WD DIESEl 6MT W/BS,2.5,4.0,168.0,155.0,5.0,26748.0
Chevrolet Malibu 2021 1.5L Turbo LS,1.5,4.0,165.0,220.0,5.0,47106.8754254595
Honda Accord 2021 1.5T LX Sport,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Honda Odyssey J 2021 2.4 EX,2.4,4.0,172.0,170.0,8.0,35236.0
Haval H6 2021 Supreme,2.0,4.0,197.0,170.0,5.0,19730.666666666668
Haval H6 2021 Intelligent,2.0,4.0,197.0,170.0,5.0,18130.666666666668
Haval H2 2021 1.5T Luxury,1.5,4.0,148.0,170.0,5.0,47106.8754254595
Kia Optima 2021 2.0L T-GDI GT,2.0,4.0,240.0,205.0,5.0,32120.0
Haval H6 2021 Fashionable,2.0,4.0,197.0,170.0,5.0,16773.333333333332
Hyundai Tucson 2021 2.4L GDI Full Option (AWD),2.4,4.0,181.0,180.0,5.0,32000.0
Peugeot 3008 2021 1.6T Allure,1.6,4.0,165.0,205.0,5.0,28000.0
Kia Cerato Hatchback 2021 1.6L Top,1.6,4.0,130.0,190.0,5.0,24195.733333333334
Kia Optima 2021 2.4L GDI,2.4,4.0,185.0,205.0,5.0,20152.0
Toyota Camry 2021 3.5L SE (298 HP),3.5,6.0,298.0,235.0,5.0,47106.8754254595
Nissan Altima 2021 2.0 Turbo SV,2.0,4.0,248.0,220.0,5.0,28666.666666666668
Toyota Fortuner 2021 2.4L GX2 Diesel (4X4),2.4,4.0,147.0,175.0,7.0,36738.666666666664
Nissan Altima 2021 2.5 S,2.5,4.0,188.0,220.0,5.0,26176.8
Ford EcoSport 2021 1.5 Trend,1.5,4.0,120.0,170.0,5.0,33880.0
Mitsubishi Pajero 2021 3.8L GLS 3 Door High,3.8,6.0,241.0,180.0,5.0,33893.333333333336
Chevrolet Malibu 2021 2.0L Turbo LT,2.0,4.0,250.0,250.0,5.0,26376.0
Nissan Altima 2021 2.5 Sport,2.5,4.0,188.0,220.0,5.0,28053.333333333332
Skoda Octavia A8 2021 Ambition 1.6,1.6,4.0,110.0,190.0,5.0,22792.0
Chevrolet Impala 2021 3.6L LS,3.6,6.0,305.0,220.0,5.0,47106.8754254595
Nissan Altima 2021 2.0 Turbo SL,2.0,4.0,248.0,220.0,5.0,36190.13333333333
Peugeot Boxer 2021 2.2L Diesel (L4H3),2.2,4.0,130.0,150.0,2.0,30640.0
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top Standard (M/T),4.0,6.0,228.0,180.0,7.0,34929.333333333336
Toyota Fortuner 2021 2.7L GX2 (4X4),2.7,4.0,160.0,180.0,7.0,34132.0
Skoda Octavia A8 2021 Active 1.6,1.6,4.0,110.0,190.0,5.0,18788.0
Isuzu D-MAX 2021 3.0L Crew Cab 4WD GT,3.0,4.0,190.0,170.0,5.0,22666.666666666668
Toyota Hilux 2021 2.7L S GLX Double Cab M/T (4x4),2.7,4.0,164.0,165.0,5.0,34745.333333333336
Renault Twizy 2021 Cargo,0.0,4.0,255.0,211.0,5.0,47106.8754254595
Subaru Impreza 2021 2.0i Standard,2.0,4.0,153.0,208.0,5.0,47106.8754254595
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab Standard (M/T),4.0,6.0,228.0,180.0,3.0,35082.666666666664
Suzuki Grand Vitara 2021 2.4L DLX (5 Door),2.4,4.0,167.0,175.0,5.0,47106.8754254595
Ford Taurus 2021 2.0L EcoBoost Ambient,2.0,4.0,240.0,200.0,5.0,33880.0
Renault Twizy 2021 Urban,0.0,4.0,255.0,211.0,5.0,47106.8754254595
Subaru Impreza 2021 2.0i-S (with Sunroof),2.0,4.0,150.0,208.0,5.0,47106.8754254595
Toyota Hilux 2021 2.4L S GLX Double Cab DSL M/T (4x4),2.4,4.0,147.0,175.0,5.0,37873.333333333336
Peugeot 5008 2021 1.6T Allure,1.6,4.0,165.0,206.0,7.0,30533.333333333332
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX (M/T),4.0,6.0,228.0,180.0,5.0,36033.333333333336
Subaru Legacy 2021 3.6L R-S,3.6,6.0,257.0,240.0,5.0,47106.8754254595
Ford Taurus 2021 2.0L EcoBoost Trend,2.0,4.0,240.0,200.0,5.0,36046.4
Toyota Hilux 2021 2.7L S GLX Double Cab (4x4),2.7,4.0,164.0,170.0,5.0,36186.666666666664
Jeep Compass 2021 2.4L Longitude (4x4),2.4,4.0,180.0,180.0,5.0,26090.4
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX 5-door (M/T),4.0,6.0,228.0,180.0,6.0,36984.0
Toyota Hilux 2021 2.8L S GLX Double Cab DSL M/T (4x4),2.8,4.0,174.0,180.0,5.0,39008.0
Subaru XV 2021 2.0L-S EyeSight,2.0,4.0,150.0,194.0,5.0,30666.4
Honda CR-V 2021 EX Plus (AWD),2.4,4.0,184.0,200.0,5.0,47106.8754254595
SsangYong Korando 2021 1.5T GDI Comfort (FWD),1.5,4.0,163.0,211.0,10.0,18666.666666666668
Nissan Urvan 2021 3-Seater Automatic (4-Door),2.5,4.0,147.0,170.0,3.0,47106.8754254595
Nissan Urvan 2021 3-Seater Automatic (5-Door),2.5,4.0,147.0,170.0,3.0,47106.8754254595
SsangYong Korando 2021 1.5T GDI Limited (AWD),1.5,4.0,163.0,211.0,10.0,24000.0
Chevrolet Equinox 2021 1.5T LT (AWD),1.5,4.0,170.0,190.0,5.0,47106.8754254595
Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T),2.5,4.0,136.0,160.0,15.0,47106.8754254595
Nissan Urvan 2021 6-Seater Automatic (5-Door),2.5,4.0,147.0,170.0,6.0,47106.8754254595
Toyota Hilux 2021 2.8L GLX Single Cab M/T (4x4),2.8,4.0,174.0,180.0,5.0,30237.333333333332
Nissan Urvan 2021 3-Seater Manual (4-Door),2.5,4.0,147.0,170.0,3.0,22133.333333333332
Honda Pilot 2021 3.5 LX (2WD),3.5,4.0,280.0,175.0,8.0,39836.0
Honda Accord 2021 1.5T EX,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top,3.0,6.0,215.0,182.0,7.0,33893.333333333336
Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T),4.0,6.0,228.0,180.0,3.0,37597.333333333336
Toyota Camry 2021 3.5L Grande (298 HP),3.5,6.0,298.0,235.0,5.0,38885.333333333336
Volkswagen Golf 2021 1.2L S,2.0,4.0,105.0,192.0,5.0,47106.8754254595
Chevrolet Traverse 2021 3.6L LS (FWD),3.6,6.0,310.0,208.0,8.0,47106.8754254595
Honda Accord 2021 1.5T EXL,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Nissan Urvan 2021 6-Seater Manual (5-Door),2.5,4.0,147.0,170.0,6.0,24000.0
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium,3.0,6.0,215.0,182.0,7.0,36960.0
Toyota Camry 2021 2.5L Grande Hybrid (212 HP),2.5,4.0,212.0,200.0,5.0,38854.666666666664
Nissan Urvan 2021 3-Seater Manual (5-Door),2.5,4.0,147.0,170.0,3.0,47106.8754254595
Toyota Hilux 2021 2.4L S GLX Double Cab (4x4),2.4,4.0,147.0,170.0,5.0,39284.0
Suzuki Vitara 2021 1.6L GLX AWD,1.6,4.0,115.0,180.0,5.0,24257.333333333332
Kia Cadenza 2021 3.3L GDi Top,3.3,6.0,284.0,235.0,5.0,36696.0
Chevrolet Equinox 2021 2.0T Premier (AWD),2.0,4.0,252.0,200.0,5.0,35466.666666666664
Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T) w/ Winch,4.0,6.0,228.0,180.0,3.0,39192.0
Kia Sorento 2021 2.4L Top (FWD),2.4,4.0,170.0,189.0,7.0,26533.333333333332
Jeep Wrangler 2021 3.6L V6 Sport (2-Door),3.6,6.0,285.0,180.0,4.0,47106.8754254595
Peugeot 3008 2021 1.6T GT Line,1.6,4.0,165.0,205.0,5.0,32800.0
Toyota Hilux 2021 2.8L GLX Single Cab (4x4),2.8,4.0,174.0,175.0,5.0,31556.0
Nissan Altima 2021 2.5 SV,2.5,4.0,188.0,220.0,5.0,47106.8754254595
Alfa Romeo Giulietta 2021 Veloce,1.8,4.0,241.0,244.0,5.0,47106.8754254595
Toyota Land Cruiser Pick Up 2021 4.0L Super Deluxe Hard Top (M/T) w/ Winch,4.0,6.0,228.0,180.0,5.0,43293.333333333336
Toyota Hilux 2021 2.8L S GLX Double Cab DLS (4x4),2.8,4.0,174.0,175.0,5.0,40756.0
Kia Cadenza 2021 3.3L GDi Mid,3.3,6.0,284.0,235.0,5.0,36696.0
Toyota Hilux 2021 4.0L DC TRD (4x4),4.0,6.0,235.0,182.0,5.0,39008.0
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab Standard (M/T),4.0,6.0,228.0,180.0,6.0,39192.0
Alfa Romeo Giulietta 2021 Super,1.4,4.0,170.0,220.0,5.0,47106.8754254595
Changan CS75 2021 1.8T GDI Full Option (AWD),1.8,4.0,177.0,180.0,5.0,26210.933333333334
GAC GS5 2021 1.5T GE,1.5,4.0,169.0,190.0,5.0,22356.0
Chevrolet Impala 2021 3.6L LT,3.6,6.0,305.0,220.0,5.0,47106.8754254595
Nissan Urvan 2021 6-Seater Manual,2.5,4.0,147.0,170.0,6.0,47106.8754254595
Maxus V80 Cargo Van 2021 2.5L Cargo (M/T),2.5,4.0,136.0,160.0,3.0,47106.8754254595
Hyundai Azera 2021 3.5L V6 High,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Toyota Land Cruiser Prado 2021 3.0L TX (Diesel),3.0,4.0,161.0,175.0,7.0,45846.666666666664
Changan CS75 2021 1.8T GDI Full Option (2WD),1.8,4.0,177.0,180.0,5.0,23174.933333333334
Ford EcoSport 2021 1.5 Titanium,1.5,4.0,120.0,170.0,5.0,47106.8754254595
Hyundai Azera 2021 3.5L V6 Base,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Mazda 6 2021 2.5L R w/Sunroof,2.5,4.0,185.0,220.0,5.0,31280.0
Mazda CX-5 2021 2.5L GS (FWD),2.5,4.0,188.0,210.0,5.0,28952.0
Hyundai Azera 2021 3.5L V6 Mid,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Mazda CX-5 2021 2.5L Full Option (AWD),2.5,4.0,188.0,200.0,5.0,38573.333333333336
Volkswagen Golf 2021 1.2 TSI SEL,1.2,4.0,109.0,195.0,5.0,47106.8754254595
GMC Acadia 2021 3.6L SLE2 (FWD),3.6,6.0,310.0,210.0,7.0,47106.8754254595
Kia Sorento 2021 3.3L Base (FWD),3.3,6.0,290.0,200.0,7.0,26000.0
Kia Sorento 2021 3.3L Base (AWD),3.3,6.0,290.0,200.0,7.0,26533.333333333332
Kia Sorento 2021 2.4L Base (AWD),2.4,4.0,170.0,189.0,7.0,26000.0
Ford Escape 2021 2.5L S,2.5,4.0,168.0,180.0,5.0,40040.0
Jeep Compass 2021 2.4L Trailhawk (4x4),2.4,4.0,180.0,180.0,5.0,28850.4
Volkswagen Tiguan 2021 1.4 TSI Life,1.4,4.0,150.0,215.0,5.0,28021.066666666666
Toyota Land Cruiser Pick Up 2021 4.0L Super DLX Limited (M/T),4.0,6.0,228.0,180.0,3.0,39498.666666666664
Volkswagen Tiguan 2021 1.4 TSI Trend,1.4,4.0,150.0,215.0,5.0,23853.333333333332
Jeep Compass 2021 2.4L Limited (4x4),2.4,4.0,180.0,180.0,5.0,36517.066666666666
Honda CR-V 2021 Touring (AWD),2.4,4.0,184.0,200.0,5.0,40296.0
Kia Sorento 2021 2.4L Top (AWD),2.4,4.0,170.0,189.0,7.0,29200.0
Honda Odyssey J 2021 2.4 EX V,2.4,4.0,172.0,170.0,7.0,40317.333333333336
Peugeot 5008 2021 1.6T GT Line,1.6,4.0,180.0,219.0,7.0,34746.666666666664
Toyota Land Cruiser Prado 2021 2.7L TX,2.7,4.0,164.0,170.0,7.0,40142.666666666664
Kia Mohave 2021 3.8L Base,3.8,6.0,270.0,200.0,7.0,36313.333333333336
Chevrolet Camaro Coupe 2021 3.6L 1LT,3.6,6.0,335.0,250.0,4.0,43066.666666666664
Toyota Fortuner 2021 4.0L VX1 (4X4),4.0,6.0,235.0,187.0,7.0,40449.333333333336
Honda Accord 2021 2.0T Sport,2.0,4.0,247.0,205.0,5.0,47106.8754254595
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER M/T, HIGH ROOF",2.5,4.0,213.0,211.0,5.0,47106.8754254595
Toyota Hilux 2021 2.0L Double Cab 4x2,2.0,4.0,134.0,170.0,3.0,24441.333333333332
Toyota Fortuner 2021 4.0L VX2 (4X4),4.0,6.0,235.0,187.0,7.0,43884.0
Chevrolet Traverse 2021 3.6L LT (AWD),3.6,6.0,310.0,208.0,8.0,36000.0
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER A/T, HIGH ROOF",2.5,4.0,213.0,211.0,5.0,47106.8754254595
Subaru BRZ 2021 2.0L M/T,2.0,4.0,200.0,226.0,4.0,47106.8754254595
Jeep Cherokee 2021 3.2L Longitude,3.2,6.0,271.0,185.0,5.0,32237.333333333332
