car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
Audi Q3 2021 40 TFSI Design quattro (220 HP),2.0,4.0,220.0,233.0,5.0,39062.5
Ford F-150 2021 5.0L Crew Cab Lariat FX4 (Luxury+Sport Pack) Special Edition,5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford F-150 2021 5.0L Super Cab XLT (Sport Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford F-150 2021 5.0L V8 Crew Cab Lariat (Luxury+Chrome Pack),5.0,4.0,360.0,160.0,5.0,47106.8754254595
Ford Expedition 2021 3.5L EcoBoost XLT,3.5,4.0,385.0,185.0,8.0,39062.5
Ford F-150 2021 5.0L Regular Cab XLT (Chrome Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Lexus CT 2021 200h Premier,1.8,4.0,134.0,180.0,5.0,39062.5
Audi A3 Sedan 2021 S3 (292 HP),2.0,4.0,280.0,250.0,5.0,39062.5
Ford F-150 2021 5.0L Crew Cab XLT (Chrome Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford F-150 2021 5.0L Crew Cab XLT (Sport Pack) Special Edition,5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford F-150 2021 5.0L Crew Cab XLT (Sport Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Acura RDX 2021 2.0T AWD (A-Spec),2.0,4.0,272.0,215.0,5.0,47106.8754254595
Mini Convertible 2021 Cooper,1.5,3.0,136.0,205.0,4.0,40690.10416666667
Mini Countryman 2021 Cooper S,2.0,4.0,189.0,222.0,5.0,52050.78125000001
Acura RDX 2021 2.0T AWD (Technology Package),2.0,4.0,272.0,215.0,5.0,47106.8754254595
Ford Mustang 2021 2.3L EcoBoost Fastback A/T,2.3,4.0,310.0,240.0,4.0,39713.54166666667
Lexus IS 2021 200t Classic,2.0,4.0,241.0,230.0,5.0,40690.10416666667
Mercedes-Benz A-Class 2021 A 250,2.0,4.0,224.0,250.0,5.0,40039.0625
Dodge Charger 2021 3.6L GT,3.6,6.0,300.0,210.0,5.0,32552.083333333336
Audi A4 2021 40 TFSI Basic (190 HP),2.0,4.0,190.0,240.0,5.0,40039.0625
Mini Hatch 2021 5-Door Cooper,1.5,3.0,136.0,207.0,5.0,41992.18750000001
Land Rover Discovery Sport 2021 2.0T SE (AWD),2.0,4.0,200.0,207.0,5.0,50455.72916666667
Ford Explorer 2021 3.5L V6 XLT (AWD) Mid Option,3.5,6.0,290.0,173.0,7.0,40364.583333333336
Toyota Land Cruiser Prado 2021 2.7L VXR,2.7,4.0,164.0,170.0,7.0,40039.0625
Ford F-150 2021 3.5L EcoBoost Super Cab XLT,3.5,6.0,365.0,160.0,5.0,47106.8754254595
Ford Expedition EL 2021 3.5L EcoBoost XL,3.5,4.0,365.0,160.0,8.0,41666.66666666667
Chrysler 300C 2021 3.6L V6 Limited,3.6,4.0,292.0,210.0,5.0,40690.10416666667
Chevrolet Camaro Coupe 2021 3.6L 3LT,3.6,6.0,335.0,250.0,4.0,41666.66666666667
Jaguar XE 2021 2.0T SE (250 PS),2.0,4.0,247.0,250.0,5.0,52246.09375000001
Chrysler 300S 2021 3.6L V6,3.6,4.0,292.0,210.0,5.0,41666.66666666667
Jaguar XE 2021 2.0T R-Dynamic (250 PS),2.0,4.0,250.0,250.0,5.0,53125.00000000001
Mini Clubman 2021 Cooper,1.5,4.0,136.0,205.0,5.0,46386.71875000001
Chrysler 300C 2021 3.6L V6 Luxury,3.6,4.0,292.0,210.0,5.0,34179.6875
Toyota Land Cruiser Prado 2021 4.0L EXR,4.0,6.0,271.0,200.0,7.0,41015.625
Audi A4 2021 30 TFSI Sport (150 HP),1.4,4.0,150.0,210.0,5.0,41015.625
Jaguar XE 2021 2.0T Limited Edition (300 PS),2.0,4.0,297.0,250.0,5.0,59602.864583333336
Audi A4 2021 30 TFSI Design (150 HP),1.4,4.0,150.0,210.0,5.0,41015.625
Audi A3 Sportback 2021 S3 (286 HP) quattro,2.0,4.0,286.0,250.0,5.0,40690.10416666667
Nissan Maxima 2021 3.5L SV,3.5,6.0,300.0,211.0,5.0,30921.223958333336
Toyota Land Cruiser Prado 2021 4.0L GXR,4.0,6.0,271.0,200.0,7.0,42317.708333333336
Chevrolet Silverado 2021 4.3L V6 WT,5.3,6.0,285.0,180.0,6.0,27018.229166666668
Chevrolet Silverado 2021 6.2L V8 High Country,6.2,8.0,420.0,200.0,5.0,55989.583333333336
Chevrolet Silverado 2021 5.3 V8 LTZ,5.3,8.0,355.0,180.0,6.0,47851.56250000001
Dodge Charger 2021 6.4L R/T Scatpack,6.4,8.0,485.0,281.0,5.0,58593.75000000001
Chevrolet Silverado 2021 5.3 V8 RST,5.3,4.0,355.0,180.0,6.0,36783.85416666667
Volkswagen Tiguan 2021 2.0L SEL,2.0,4.0,180.0,208.0,5.0,47106.8754254595
Ford Mustang 2021 3.7L Convertible,3.7,6.0,300.0,181.0,4.0,42317.708333333336
Acura TLX 2021 3.5L V6 (A-Spec),3.5,6.0,290.0,210.0,5.0,47106.8754254595
Honda Pilot 2021 3.5 Touring (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
Chevrolet Silverado 2021 2.7 Turbo LT,2.7,4.0,310.0,180.0,6.0,34179.6875
Honda Pilot 2021 3.5 EX-L (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
Honda Pilot 2021 3.5L EX (AWD),3.5,4.0,280.0,175.0,8.0,34179.6875
Mini Hatch 2021 3-Door Cooper S,2.0,4.0,192.0,235.0,4.0,45410.15625000001
Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty),6.6,8.0,401.0,180.0,6.0,51432.29166666667
Lexus NX 2021 200t Exclusive,2.0,4.0,235.0,200.0,5.0,42317.708333333336
Nissan Pathfinder 2022 3.5L SL 4WD,3.5,6.0,271.0,190.0,7.0,47106.8754254595
Audi A4 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,5.0,42643.22916666667
Lexus CT 2021 200h Prestige,1.8,4.0,134.0,182.0,5.0,42317.708333333336
Ford F-150 2021 3.5L EcoBoost Crew Cab XLT,3.5,6.0,365.0,160.0,5.0,47106.8754254595
Toyota FJ Cruiser 2021 4.0L Extreme,4.0,6.0,275.0,180.0,5.0,42317.708333333336
Mercedes-Benz GLA 2021 250 4MATIC,2.0,4.0,211.0,230.0,5.0,42968.75000000001
Land Rover Defender 2021 90 SE (P300),2.0,4.0,300.0,191.0,5.0,68196.61458333334
Nissan Pathfinder 2022 3.5L SV 4WD,3.5,6.0,271.0,190.0,7.0,47106.8754254595
Audi A5 Sportback 2021 1.8L (170 HP),1.8,4.0,170.0,220.0,5.0,42317.708333333336
Audi A4 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,5.0,42643.22916666667
Lexus NX 2021 300 Premier,2.0,4.0,235.0,200.0,5.0,42317.708333333336
GMC Acadia 2021 3.6L AT4 (AWD),3.6,6.0,310.0,210.0,7.0,47106.8754254595
Lexus CT 2021 200h Platinum,1.8,4.0,134.0,180.0,5.0,42317.708333333336
Mercedes-Benz CLA-Class 2021 CLA 250,2.0,4.0,211.0,240.0,5.0,42317.708333333336
Jeep Grand Cherokee 2021 3.6L Limited,3.6,6.0,290.0,190.0,5.0,43929.036458333336
Nissan Patrol Safari 2021 Gazelle M/T,4.8,6.0,280.0,190.0,7.0,66406.25
Nissan Patrol Safari 2021 Falcon M/T,4.8,6.0,280.0,190.0,7.0,52080.07812500001
Lexus NX 2021 200t Classic,2.0,4.0,235.0,200.0,5.0,43945.31250000001
Ford Mustang 2021 5.0L V8 Fastback GT,5.0,8.0,460.0,240.0,4.0,47106.8754254595
Nissan Patrol Safari 2021 Safari M/T,4.8,6.0,280.0,190.0,7.0,52246.09375000001
Mercedes-Benz C-Class 2021 C 180,1.6,4.0,156.0,207.0,5.0,43294.270833333336
Ford Mustang 2021 2.3L EcoBoost Fastback M/T,2.3,4.0,310.0,240.0,4.0,43945.31250000001
Nissan Patrol Safari 2021 Super Safari M/T,4.8,6.0,280.0,190.0,7.0,55989.583333333336
Nissan Patrol Safari 2021 Gazelle X M/T,4.8,6.0,280.0,190.0,7.0,85286.45833333334
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),2.0,4.0,290.0,250.0,5.0,44270.833333333336
Ford Explorer 2021 3.5L V6 XLT (AWD) Full Option,3.5,6.0,290.0,173.0,7.0,43945.31250000001
Ford Flex 2021 3.5L EcoBoost Limited (AWD),3.5,6.0,365.0,200.0,7.0,43945.31250000001
Ford Flex 2021 3.5L EcoBoost Titanium (AWD),3.5,6.0,365.0,200.0,7.0,43945.31250000001
Acura TLX 2021 3.5L V6 (Advanced Package),3.5,6.0,290.0,210.0,5.0,47106.8754254595
Lexus RX 2021 350 Limited,3.5,4.0,296.0,200.0,5.0,45572.91666666667
Chevrolet Camaro Convertible 2021 3.6L 1LT,3.6,6.0,335.0,250.0,4.0,45572.91666666667
BMW X1 2021 sDrive20i (xLine),2.0,4.0,192.0,225.0,5.0,49804.68750000001
Lexus IS 2021 200t F Sport Prestige,2.0,4.0,350.0,211.0,6.0,45572.91666666667
Ford F-150 2021 5.0L Lariat FX4,5.0,8.0,360.0,160.0,5.0,47106.8754254595
Mercedes-Benz C-Class 2021 C 43 AMG 4MATIC,3.0,4.0,520.0,211.0,4.0,44596.35416666667
Mini Hatch 2021 5-Door Cooper S,2.0,4.0,192.0,235.0,5.0,46061.19791666667
Chevrolet Camaro Convertible 2021 3.6L 3LT,3.6,6.0,335.0,250.0,4.0,45898.43750000001
Land Rover Defender 2021 110 SE (P400),3.0,6.0,400.0,208.0,5.0,74707.03125
Lexus RX 2021 350 Premier,3.5,6.0,296.0,200.0,5.0,45572.91666666667
Kia Stinger 2021 2.0T (255 PS),2.0,4.0,251.0,240.0,5.0,45247.395833333336
Chevrolet Tahoe 2021 LS 2WD,5.3,8.0,355.0,172.0,9.0,47106.8754254595
Land Rover Defender 2021 110 HSE (P400),3.0,6.0,400.0,208.0,5.0,78125.0
BMW X1 2021 sDrive20i (m sport package),2.0,4.0,192.0,225.0,5.0,51106.770833333336
Chevrolet Silverado 2021 5.3 V8 Trail Boss,5.3,8.0,355.0,172.0,6.0,38736.97916666667
Infiniti QX60 2021 3.5L Luxe,3.5,6.0,295.0,195.0,7.0,42314.45312500001
Toyota Land Cruiser 2021 4.0L EXR,4.0,6.0,271.0,200.0,8.0,46223.958333333336
Lexus NX 2021 300 F Sport Platinum,2.0,4.0,235.0,200.0,5.0,45572.91666666667
Dodge Charger 2021 5.7L R/T,5.7,8.0,370.0,250.0,5.0,35481.770833333336
Acura MDX 2021 3.5L V6 AWD (Technology Package),3.5,6.0,290.0,210.0,7.0,45572.91666666667
Chevrolet Suburban 2021 5.3L LS 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Ford Edge 2021 3.5L V6 Titanium (AWD) Full Option,3.5,6.0,280.0,200.0,5.0,47200.520833333336
Toyota Land Cruiser 2021 4.0L Safari,4.0,6.0,271.0,200.0,8.0,46223.958333333336
Mercedes-Benz C-Class 2021 C 200,2.0,4.0,204.0,245.0,5.0,46223.958333333336
Chevrolet Silverado 2021 6.6L LT (Heavy Duty),6.6,8.0,401.0,180.0,6.0,40039.0625
Nissan Maxima 2021 3.5L SR2,3.5,6.0,300.0,211.0,5.0,47106.8754254595
Dodge Challenger 2021 5.7L R/T Plus,5.7,8.0,375.0,250.0,5.0,47106.8754254595
Chevrolet Silverado 2021 3500,4.8,8.0,360.0,172.0,6.0,47526.04166666667
Ford Taurus 2021 3.5L V6 SHO,3.5,4.0,365.0,213.0,5.0,48502.60416666667
Audi A4 2021 45 TFSI quattro Sport (252 HP),2.0,4.0,252.0,250.0,5.0,48177.083333333336
Chevrolet Tahoe 2021 5.3L LS 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Subaru WRX 2021 2.0L EX Package (M/T),2.0,4.0,268.0,250.0,5.0,29293.619791666668
Mercedes-Benz C-Class Coupe 2021 C 200,2.0,4.0,204.0,245.0,4.0,48828.12500000001
BMW 4 Series Coupe 2021 420i,2.0,4.0,184.0,236.0,4.0,60221.35416666667
Mercedes-Benz C-Class 2021 C 250,2.0,4.0,211.0,250.0,5.0,48177.083333333336
Lexus IS 2021 250 F,2.5,6.0,204.0,225.0,5.0,47851.56250000001
Subaru WRX 2021 2.5L STi YX Package (M/T),2.5,4.0,300.0,250.0,5.0,38733.723958333336
Mercedes-Benz SLK-Class 2021 SLK 200,1.8,4.0,184.0,240.0,2.0,48828.12500000001
Audi A4 2021 45 TFSI quattro Design (252 HP),2.0,4.0,252.0,250.0,5.0,48177.083333333336
Chevrolet Suburban 2021 5.3L LT Z71,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Lexus IS 2021 200t Exclusive,2.0,4.0,241.0,230.0,5.0,48828.12500000001
Mercedes-Benz SLC 2021 200,2.0,4.0,184.0,237.0,2.0,48177.083333333336
Mini Clubman 2021 Cooper S ALL4,2.0,4.0,192.0,228.0,5.0,48665.364583333336
Mercedes-Benz C-Class 2022 C 300,2.0,4.0,255.0,209.0,5.0,47106.8754254595
Lexus IS C 2021 350 Prestige,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS),2.0,4.0,250.0,244.0,5.0,59733.07291666667
Ford Mustang 2021 2.3L EcoBoost Fastback Premium,2.3,4.0,310.0,240.0,4.0,49153.645833333336
Chrysler 300S 2021 5.7L V8 Luxury,5.7,8.0,363.0,234.0,5.0,49804.68750000001
BMW 5 Series 2021 520i,2.0,4.0,184.0,235.0,5.0,62500.00000000001
Ford F-150 2021 6.2L Raptor,6.2,8.0,411.0,160.0,5.0,47106.8754254595
Chevrolet Tahoe 2021 LT 2WD,5.3,8.0,355.0,172.0,9.0,47106.8754254595
Audi Q5 2021 40 TFSI quattro (225 HP),2.0,4.0,225.0,222.0,5.0,49804.68750000001
Jaguar XF 2021 2.0T Prestige (250 PS),2.0,4.0,250.0,244.0,5.0,56542.96875000001
Mercedes-Benz V Class 2021 Standard,2.0,4.0,350.0,211.0,9.0,48828.12500000001
Chrysler 300C 2021 5.7L V8 Luxury,5.7,8.0,363.0,234.0,5.0,37434.895833333336
Mini Paceman 2021 Cooper,1.6,4.0,134.0,193.0,4.0,48828.12500000001
BMW 4 Series Gran Coupe 2021 420i,2.0,4.0,184.0,236.0,4.0,60709.63541666667
Chevrolet Suburban 2021 5.3L LS 4WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Mercedes-Benz C-Class 2022 C 300,2.0,4.0,255.0,209.0,5.0,47106.8754254595
Audi A5 Coupe 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,4.0,50455.72916666667
Mercedes-Benz GLC-Class 2021 GLC 250 4MATIC,2.0,4.0,211.0,222.0,5.0,50781.25000000001
Audi A5 Coupe 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,4.0,50455.72916666667
Ford Mustang 2021 2.3L EcoBoost Convertible,2.3,4.0,310.0,240.0,4.0,50455.72916666667
Audi TT 2021 45 TFSI (230 HP),2.0,4.0,230.0,250.0,2.0,50781.25000000001
Infiniti QX60 2021 3.5L Luxe Sensory,3.5,6.0,295.0,195.0,7.0,47197.26562500001
Mini Paceman 2021 John Cooper Works,1.6,4.0,218.0,229.0,4.0,51432.29166666667
Ford Expedition EL 2021 3.5L EcoBoost XLT,3.5,4.0,365.0,160.0,8.0,51432.29166666667
Toyota Land Cruiser Prado 2021 4.0L VXR,4.0,6.0,271.0,200.0,7.0,50455.72916666667
Ford Explorer 2021 3.5L V6 LTD,3.5,6.0,290.0,173.0,7.0,50455.72916666667
Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),2.0,4.0,252.0,250.0,5.0,50455.72916666667
Mercedes-Benz C-Class 2022 C 300 4MATIC,2.0,4.0,255.0,209.0,5.0,47106.8754254595
Lexus RX 2021 350 Premium,3.5,4.0,296.0,200.0,5.0,50455.72916666667
Mini Paceman 2021 Cooper S,1.6,4.0,190.0,220.0,4.0,52083.333333333336
Nissan Patrol Safari 2021 Gazelle A/T,4.8,6.0,280.0,190.0,7.0,67708.33333333334
Nissan Patrol Safari 2021 Falcon A/T,4.8,6.0,280.0,190.0,7.0,53059.895833333336
Chevrolet Suburban 2021 5.3L LT 2WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Ford Edge 2021 ST,2.7,4.0,335.0,211.0,6.0,52083.333333333336
Mercedes-Benz E-Class Saloon 2021 E 200,2.0,4.0,184.0,240.0,5.0,52083.333333333336
Toyota Land Cruiser Prado 2021 4.0L VXL,4.0,6.0,271.0,200.0,7.0,51774.08854166667
Lexus IS C 2021 350 F-Sport,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Mercedes-Benz SLK-Class 2021 SLK 300,1.8,4.0,204.0,244.0,2.0,52083.333333333336
Ford Mustang 2021 5.0L Fastback Premium M/T,5.0,8.0,415.0,240.0,4.0,51757.81250000001
Chevrolet Camaro Convertible 2021 6.2L SS,6.2,8.0,455.0,250.0,4.0,55338.54166666667
Nissan Patrol Safari 2021 Gazelle X A/T,4.8,6.0,280.0,190.0,7.0,85286.45833333334
Kia Stinger 2021 3.3T AWD Full Option (370 PS),3.3,6.0,365.0,270.0,5.0,51757.81250000001
Nissan Patrol Safari 2021 Super Safari A/T,4.8,6.0,280.0,190.0,7.0,57291.66666666667
Nissan Patrol Safari 2021 Safari A/T,4.8,6.0,280.0,190.0,7.0,53385.41666666667
Audi TT 2021 45 TFSI quattro (230 HP),2.0,4.0,230.0,250.0,2.0,53059.895833333336
Lexus NX 2021 300 Platinum,2.0,4.0,235.0,200.0,5.0,52083.333333333336
Chevrolet Tahoe 2021 5.3L LT 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Dodge Durango 2021 5.7L R/T (AWD),5.7,8.0,360.0,215.0,7.0,47106.8754254595
BMW Z4 Roadster 2021 sDrive20i,2.0,4.0,197.0,240.0,2.0,64941.40625000001
Ford F-150 2021 5.0L XLT (Roush),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford Explorer 2021 3.5L V6 LTD (AWD) Full Option,3.5,4.0,290.0,173.0,7.0,52734.37500000001
GMC Acadia Denali 2021 3.6L V6 (AWD),3.6,6.0,310.0,210.0,7.0,47200.520833333336
Chrysler 300C 2021 5.7L Alloy Edition,5.7,8.0,370.0,234.0,5.0,45572.91666666667
Lexus IS 2021 350 F-Sport Prestige,3.5,6.0,311.0,235.0,5.0,52734.37500000001
Ford Mustang 2021 5.0L Fastback GT Premium,5.0,8.0,460.0,240.0,4.0,47106.8754254595
Acura MDX 2021 3.5L V6 AWD (A-Spec),3.5,6.0,290.0,210.0,7.0,52083.333333333336
Audi TT Roadster 2021 45 TFSI (230 HP),2.0,4.0,230.0,250.0,2.0,53385.41666666667
Mercedes-Benz SLC 2021 300,2.0,4.0,245.0,250.0,2.0,53385.41666666667
Mercedes-Benz C-Class Coupe 2021 C 250,2.0,4.0,211.0,240.0,4.0,52734.37500000001
Ford Explorer 2021 3.5L V6 Sport EcoBoost,3.5,4.0,365.0,200.0,7.0,54361.97916666667
Audi A5 Sportback 2021 3.0L (272 HP),3.0,6.0,272.0,250.0,5.0,55338.54166666667
Mercedes-Benz C-Class Coupe 2021 C 300,2.0,4.0,258.0,250.0,4.0,55338.54166666667
Audi A5 Cabriolet 2021 35 TFSI (170 HP),1.8,4.0,170.0,213.0,4.0,53710.93750000001
Mercedes-Benz C Class Cabriolet 2021 C 200 Cabriolet,2.0,4.0,204.0,235.0,4.0,53710.93750000001
Volvo S90 2021 T5 Momentum Highline,2.0,4.0,254.0,230.0,5.0,74869.79166666667
Chevrolet Suburban 2021 5.3L LT 4WD,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Lexus NX 2021 200t Platinum,2.0,4.0,235.0,200.0,5.0,53710.93750000001
Toyota Land Cruiser 2021 4.6L EXR,4.6,8.0,304.0,200.0,8.0,55338.54166666667
Chevrolet Camaro Coupe 2021 6.2L SS (A/T),6.2,8.0,455.0,250.0,4.0,55338.54166666667
Ford Mustang 2021 5.0L Fastback (California Special),5.0,8.0,415.0,240.0,4.0,54687.50000000001
BMW 3 Series 2021 330i,2.0,4.0,258.0,250.0,5.0,47106.8754254595
Lexus RX 2021 350 Premier Plus,3.5,4.0,275.0,200.0,5.0,55338.54166666667
Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),2.0,4.0,252.0,250.0,4.0,56966.145833333336
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),2.0,4.0,252.0,250.0,4.0,56966.145833333336
Lincoln Continental 2021 3.7L Premier,3.7,6.0,379.0,211.0,6.0,52083.333333333336
Lexus IS C 2021 350 Platinum,3.0,6.0,306.0,235.0,4.0,47106.8754254595
Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),2.0,4.0,252.0,250.0,5.0,56966.145833333336
Lexus NX 2021 Platinum F Sport,2.0,4.0,235.0,200.0,5.0,56966.145833333336
Ford Expedition 2021 3.5L EcoBoost LTD,3.5,4.0,385.0,185.0,8.0,55989.583333333336
Lexus GX 2021 460 Premier,4.6,8.0,292.0,177.0,7.0,56966.145833333336
Lexus RC 2021 200t F Sport Prestige,2.0,4.0,350.0,211.0,7.0,55338.54166666667
Mercedes-Benz C-Class 2021 C 350 e,2.0,4.0,275.0,209.0,5.0,56966.145833333336
Audi TT Roadster 2021 45 TFSI quattro (230 HP),2.0,4.0,230.0,250.0,2.0,55989.583333333336
Audi A3 Sportback 2021 RS3 (367 HP) quattro,2.5,5.0,367.0,250.0,5.0,56966.145833333336
Mercedes-Benz GLC Coupe 2021 250 4MATIC,2.0,4.0,211.0,222.0,5.0,56966.145833333336
Mercedes-Benz E-Class Saloon 2021 E 250,2.0,4.0,211.0,250.0,5.0,56315.10416666667
Lexus RC 2021 350 F Sport Prestige,3.5,6.0,314.0,230.0,4.0,55338.54166666667
Ford Mustang 2021 5.0L V8 Convertible GT Premium,5.0,8.0,460.0,240.0,4.0,47106.8754254595
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),5.0,8.0,550.0,283.0,5.0,104166.66666666667
Mercedes-Benz E-Class Cabriolet 2021 E 300,2.0,4.0,245.0,250.0,4.0,57942.708333333336
Volvo S90 2021 T5 FWD Momentum,2.0,4.0,254.0,230.0,5.0,55989.583333333336
Audi Q5 2021 45 TFSI quattro,2.0,4.0,272.0,237.0,5.0,57942.708333333336
Jaguar F-Pace 2021 2.0T R-Sport (250 PS),2.0,4.0,246.0,217.0,5.0,59049.47916666667
Jaguar F-Pace 2021 2.0T SE (250 PS),2.0,4.0,246.0,217.0,5.0,56315.10416666667
Mercedes-Benz C-Class 2021 C 400 4MATIC,3.0,6.0,333.0,250.0,5.0,58593.75000000001
Mercedes-Benz E-Class Cabriolet 2021 E 200,2.0,4.0,184.0,235.0,4.0,57942.708333333336
Porsche Cayman 2021 Base,2.7,6.0,275.0,266.0,2.0,57291.66666666667
Jaguar F-Pace 2021 2.0T Pure (250 PS),2.0,4.0,246.0,217.0,5.0,52083.333333333336
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,2.0,4.0,381.0,250.0,5.0,57942.708333333336
Volvo S90 2021 T5 FWD Inscription,2.0,4.0,254.0,230.0,5.0,69661.45833333334
Ford Expedition EL 2021 3.5L EcoBoost LTD,3.5,4.0,365.0,160.0,8.0,57942.708333333336
Nissan Patrol 2021 4.0L SE Titanium,4.0,4.0,395.0,211.0,11.0,47106.8754254595
Cadillac XT5 2021 3.6L AWD Sport,3.6,6.0,310.0,210.0,5.0,47106.8754254595
Jeep Grand Cherokee 2021 Summit 5.7L,5.7,8.0,350.0,181.0,5.0,54671.223958333336
Mercedes-Benz SLK-Class 2021 SLK 350,3.5,6.0,306.0,250.0,2.0,58593.75000000001
Porsche Boxster 2021 Base,2.7,6.0,265.0,264.0,2.0,60546.87500000001
Lexus RX 2021 350 Prestige,3.5,6.0,296.0,200.0,5.0,60221.35416666667
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),2.0,4.0,252.0,250.0,4.0,58593.75000000001
Ford Mustang 2021 5.0L Convertible (California Special),5.0,8.0,415.0,240.0,4.0,58593.75000000001
Lexus RC 2021 350 Platinum,3.5,6.0,314.0,230.0,4.0,60221.35416666667
Mercedes-Benz V Class 2021 Avantgarde,2.0,4.0,350.0,211.0,9.0,58593.75000000001
Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,2.0,4.0,245.0,235.0,5.0,60872.395833333336
Mercedes-Benz E-Class Coupe 2021 E 200,2.0,4.0,184.0,240.0,4.0,59244.79166666667
Mercedes-Benz C-Class Coupe 2021 C 350,3.5,6.0,301.0,250.0,4.0,58593.75000000001
Ford F-150 2021 5.0L Crew Cab King Ranch FX4 (Luxury Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
BMW Z4 Roadster 2021 sDrive30i,2.0,4.0,258.0,250.0,2.0,70800.78125
Mercedes-Benz E-Class Coupe 2021 E 250,1.8,4.0,211.0,250.0,4.0,58593.75000000001
Dodge Challenger 2021 6.4L R/T Scatpack Widebody,6.4,4.0,470.0,272.0,2.0,47106.8754254595
Land Rover LR4 2021 LE,3.0,6.0,340.0,195.0,7.0,61197.91666666667
Porsche Cayman 2021 S,3.4,6.0,325.0,283.0,2.0,64778.645833333336
Mercedes-Benz E-Class Cabriolet 2021 E 250,2.0,4.0,211.0,245.0,4.0,64453.12500000001
Lexus GX 2021 460 Prestige,4.6,8.0,292.0,200.0,7.0,63476.56250000001
Audi RS Q3 2021 2.5L TFSI quattro Sportback,2.5,5.0,400.0,280.0,5.0,47106.8754254595
Lexus IS 2021 350 F-Sport,3.5,6.0,311.0,230.0,5.0,63476.56250000001
Chevrolet Tahoe 2021 Premium 2WD,5.3,4.0,355.0,172.0,8.0,47106.8754254595
Chevrolet Tahoe 2021 5.3L Premium 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
Infiniti Q60 Coupe 2021 2.0T Luxe,2.0,4.0,208.0,235.0,4.0,61523.43750000001
Mercedes-Benz C Class Cabriolet 2021 C 300 Cabriolet,2.0,4.0,258.0,250.0,4.0,61848.958333333336
Ford F-150 2021 5.0L Crew Cab Platinum FX4 (Luxury Pack),5.0,8.0,360.0,160.0,5.0,47106.8754254595
Ford F-150 2021 3.5L EcoBoost Crew Cab King Ranch FX4 (Luxury Pack),3.5,6.0,365.0,160.0,5.0,47106.8754254595
Ford F-150 2021 3.5L EcoBoost Crew Cab Limited (Luxury Pack),3.5,6.0,365.0,160.0,5.0,47106.8754254595
Ford F-150 2021 3.5L EcoBoost Crew Cab Platinum FX4 (Luxury Pack),3.5,6.0,365.0,160.0,5.0,47106.8754254595
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),3.0,6.0,354.0,250.0,4.0,66731.77083333334
Lexus RC 2021 350 F Sport,3.5,6.0,314.0,230.0,4.0,65104.16666666667
Mercedes-Benz E-Class Coupe 2021 E 320,3.0,6.0,400.0,211.0,6.0,65104.16666666667
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,2.0,4.0,421.0,250.0,5.0,65104.16666666667
Chevrolet Suburban 2021 5.3L Premium 2WD,5.3,4.0,355.0,175.0,8.0,47106.8754254595
Mercedes-Benz GLC Coupe 2021 300 4MATIC,2.0,4.0,245.0,236.0,5.0,66731.77083333334
Nissan Patrol 2021 4.0L SE T2,4.0,6.0,275.0,200.0,8.0,47106.8754254595
Audi A7 2021 35 FSI quattro (220 HP),2.8,6.0,220.0,235.0,5.0,66080.72916666667
